GeneID1	Symbol1	GeneID2	Symbol2
4938	OAS1	10397	NDRG1
8480	RAE1	10397	NDRG1
9725	TMEM63A	10397	NDRG1
25904	CNOT10	10397	NDRG1
27042	UTP25	10397	NDRG1
51119	SBDS	10397	NDRG1
55683	KANSL3	10397	NDRG1
55794	DDX28	10397	NDRG1
64854	USP46	10397	NDRG1
84108	PCGF6	10397	NDRG1
84277	DNAJC30	10397	NDRG1
84331	MCRIP2	10397	NDRG1
114885	OSBPL11	10397	NDRG1
122830	NAA30	10397	NDRG1
283237	TTC9C	10397	NDRG1
373863	DND1	10397	NDRG1
6275	S100A4	10398	MYL9
103910	MYL12B	10398	MYL9
23185	LARP4B	10399	RACK1
55600	ITLN1	10399	RACK1
142683	ITLN2	10399	RACK1
11319	ECD	10403	NDC80
57405	SPC25	10403	NDC80
64946	CENPH	10403	NDC80
79980	DSN1	10403	NDC80
83540	NUF2	10403	NDC80
112869	SGF29	10403	NDC80
3306	HSPA2	10413	YAP1
3312	HSPA8	10413	YAP1
4085	MAD2L1	10413	YAP1
7004	TEAD4	10413	YAP1
7529	YWHAB	10413	YAP1
8480	RAE1	10413	YAP1
9532	BAG2	10413	YAP1
9686	VGLL4	10413	YAP1
9993	DGCR2	10413	YAP1
10971	YWHAQ	10413	YAP1
55794	DDX28	10413	YAP1
64764	CREB3L2	10413	YAP1
92714	ARRDC1	10413	YAP1
6628	SNRPB	10419	PRMT5
11157	LSM6	10419	PRMT5
25804	LSM4	10419	PRMT5
55352	COPRS	10419	PRMT5
7529	YWHAB	10420	TESK2
10971	YWHAQ	10420	TESK2
64764	CREB3L2	10420	TESK2
3481	IGF2	10422	UBAC1
6037	RNASE3	10422	UBAC1
11172	INSL6	10422	UBAC1
55122	AKIRIN2	10422	UBAC1
55175	KLHL11	10422	UBAC1
60528	ELAC2	10422	UBAC1
4849	CNOT3	10425	ARIH2
27287	VENTX	10425	ARIH2
10483	SEC23B	10427	SEC24B
80223	RAB11FIP1	10427	SEC24B
84439	HHIPL1	10427	SEC24B
144321	GLIPR1L2	10427	SEC24B
283899	INO80E	10427	SEC24B
255626	H2BC1	10428	CFDP1
5913	RAPSN	10434	LYPLA1
6610	SMPD2	10434	LYPLA1
22977	AKR7A3	10434	LYPLA1
23038	WDTC1	10434	LYPLA1
2355	FOSL2	10438	C1D
3726	JUNB	10438	C1D
23378	RRP8	10438	C1D
51121	RPL26L1	10438	C1D
341567	H1-7	10438	C1D
26232	FBXO2	10439	OLFM1
93145	OLFM2	10439	OLFM1
187	APLNR	10440	TIMM17A
11202	KLK8	10440	TIMM17A
5304	PIP	10443	N4BP2L2
6925	TCF4	10444	ZER1
9685	CLINT1	10444	ZER1
10078	TSSC4	10444	ZER1
11075	STMN2	10444	ZER1
11232	POLG2	10444	ZER1
26284	ERAL1	10444	ZER1
79922	MRM1	10444	ZER1
84709	MGARP	10444	ZER1
84722	PSRC1	10444	ZER1
92667	MGME1	10444	ZER1
113130	CDCA5	10444	ZER1
136647	MPLKIP	10444	ZER1
140290	TCP10L	10444	ZER1
158787	RIBC1	10444	ZER1
1460	CSNK2B	10445	MCRS1
10687	PNMA2	10445	MCRS1
11091	WDR5	10445	MCRS1
51230	PHF20	10445	MCRS1
54765	TRIM44	10445	MCRS1
54819	ZCCHC10	10445	MCRS1
55683	KANSL3	10445	MCRS1
283899	INO80E	10445	MCRS1
81035	COLEC12	10446	LRRN2
114822	RHPN1	10446	LRRN2
55794	DDX28	10449	ACAA2
1659	DHX8	10450	PPIE
3838	KPNA2	10450	PPIE
22938	SNW1	10450	PPIE
25949	SYF2	10450	PPIE
1687	GSDME	10452	TOMM40
4070	TACSTD2	10452	TOMM40
4714	NDUFB8	10452	TOMM40
6821	SUOX	10452	TOMM40
23057	NMNAT2	10452	TOMM40
54361	WNT4	10452	TOMM40
55800	SCN3B	10452	TOMM40
56993	TOMM22	10452	TOMM40
60528	ELAC2	10452	TOMM40
80221	ACSF2	10452	TOMM40
84277	DNAJC30	10452	TOMM40
92935	MARS2	10452	TOMM40
374383	NCR3LG1	10452	TOMM40
3312	HSPA8	10454	TAB1
9805	SCRN1	10454	TAB1
138199	CARNMT1	10454	TAB1
6158	RPL28	10455	ECI2
27287	VENTX	10455	ECI2
54869	EPS8L1	10458	BAIAP2
6327	SCN2B	10459	MAD2L2
126299	ZNF428	10459	MAD2L2
2137	EXTL3	10460	TACC3
9510	ADAMTS1	10460	TACC3
11339	OIP5	10460	TACC3
51309	ARMCX1	10460	TACC3
79036	KXD1	10460	TACC3
2833	CXCR3	10463	SLC30A9
2993	GYPA	10463	SLC30A9
4735	SEPTIN2	10463	SLC30A9
7260	EIPR1	10463	SLC30A9
9217	VAPB	10463	SLC30A9
10687	PNMA2	10463	SLC30A9
10987	COPS5	10463	SLC30A9
11326	VSIG4	10463	SLC30A9
26580	BSCL2	10463	SLC30A9
27091	CACNG5	10463	SLC30A9
53632	PRKAG3	10463	SLC30A9
56101	PCDHGB5	10463	SLC30A9
56104	PCDHGB1	10463	SLC30A9
64689	GORASP1	10463	SLC30A9
64786	TBC1D15	10463	SLC30A9
64881	PCDH20	10463	SLC30A9
83540	NUF2	10463	SLC30A9
340547	VSIG1	10463	SLC30A9
682	BSG	10466	COG5
958	CD40	10466	COG5
1902	LPAR1	10466	COG5
2993	GYPA	10466	COG5
6327	SCN2B	10466	COG5
6809	STX3	10466	COG5
10994	ILVBL	10466	COG5
22796	COG2	10466	COG5
25886	POC1A	10466	COG5
27020	NPTN	10466	COG5
54940	OCIAD1	10466	COG5
84062	DTNBP1	10466	COG5
123722	FSD2	10466	COG5
340547	VSIG1	10466	COG5
8607	RUVBL1	10467	ZNHIT1
10856	RUVBL2	10467	ZNHIT1
4853	NOTCH2	10468	FST
2782	GNB1	10471	PFDN6
5201	PFDN1	10471	PFDN6
5202	PFDN2	10471	PFDN6
5203	PFDN4	10471	PFDN6
50717	DCAF8	10471	PFDN6
64100	ELSPBP1	10471	PFDN6
80349	WDR61	10471	PFDN6
340578	DCAF12L2	10471	PFDN6
11019	LIAS	10473	HMGN4
29968	PSAT1	10473	HMGN4
54329	GPR85	10473	HMGN4
6883	TAF12	10474	TADA3
51562	MBIP	10474	TADA3
56970	ATXN7L3	10474	TADA3
112869	SGF29	10474	TADA3
117143	TADA1	10474	TADA3
506	ATP5F1B	10476	ATP5PD
515	ATP5PB	10476	ATP5PD
522	ATP5PF	10476	ATP5PD
64320	RNF25	10477	UBE2E3
1687	GSDME	10478	SLC25A17
11326	VSIG4	10478	SLC25A17
55027	HEATR3	10478	SLC25A17
55800	SCN3B	10478	SLC25A17
79918	SETD6	10478	SLC25A17
113174	SAAL1	10478	SLC25A17
286530	P2RY8	10478	SLC25A17
340547	VSIG1	10478	SLC25A17
548645	DNAJC25	10478	SLC25A17
1047	CLGN	10479	SLC9A6
1902	LPAR1	10479	SLC9A6
153364	MBLAC2	10479	SLC9A6
8665	EIF3F	10480	EIF3M
8668	EIF3I	10480	EIF3M
51386	EIF3L	10480	EIF3M
9775	EIF4A3	10483	SEC23B
605	BCL7A	10486	CAP2
10391	CORO2B	10486	CAP2
605	BCL7A	10487	CAP1
10391	CORO2B	10487	CAP1
55735	DNAJC11	10488	CREB3
4733	DRG1	10489	LRRC41
9616	RNF7	10489	LRRC41
60559	SPCS3	10489	LRRC41
444	ASPH	10490	VTI1B
5824	PEX19	10490	VTI1B
6809	STX3	10490	VTI1B
6857	SYT1	10490	VTI1B
8417	STX7	10490	VTI1B
8676	STX11	10490	VTI1B
9685	CLINT1	10490	VTI1B
10228	STX6	10490	VTI1B
10345	TRDN	10490	VTI1B
23636	NUP62	10490	VTI1B
23673	STX12	10490	VTI1B
26133	TRPC4AP	10490	VTI1B
28969	BZW2	10490	VTI1B
53407	STX18	10490	VTI1B
55027	HEATR3	10490	VTI1B
55248	PACC1	10490	VTI1B
55630	SLC39A4	10490	VTI1B
55800	SCN3B	10490	VTI1B
55850	USE1	10490	VTI1B
57326	PBXIP1	10490	VTI1B
59271	EVA1C	10490	VTI1B
64786	TBC1D15	10490	VTI1B
113174	SAAL1	10490	VTI1B
127833	SYT2	10490	VTI1B
147166	TRIM16L	10490	VTI1B
165829	GPR156	10490	VTI1B
59271	EVA1C	10494	STK25
59274	TLNRD1	10494	STK25
84066	TEX35	10494	STK25
144699	FBXL14	10494	STK25
54769	DIRAS2	10497	UNC13B
55722	CEP72	10497	UNC13B
2764	GMFB	10498	CARM1
51512	GTSE1	10498	CARM1
54331	GNG2	10498	CARM1
4109	MAGEA10	10499	NCOA2
1047	CLGN	10501	SEMA6B
7529	YWHAB	10501	SEMA6B
8974	P4HA2	10501	SEMA6B
10971	YWHAQ	10501	SEMA6B
57150	SMIM8	10501	SEMA6B
64764	CREB3L2	10501	SEMA6B
3024	H1-1	10512	SEMA3C
6382	SDC1	10512	SEMA3C
6383	SDC2	10512	SEMA3C
6385	SDC4	10512	SEMA3C
6835	SURF2	10512	SEMA3C
8829	NRP1	10512	SEMA3C
9643	MORF4L2	10512	SEMA3C
10360	NPM3	10512	SEMA3C
26099	SZRD1	10512	SEMA3C
26232	FBXO2	10512	SEMA3C
26270	FBXO6	10512	SEMA3C
124790	HEXIM2	10512	SEMA3C
160065	PATE1	10512	SEMA3C
2873	GPS1	10513	APPBP2
7518	XRCC4	10513	APPBP2
8533	COPS3	10513	APPBP2
9318	COPS2	10513	APPBP2
11146	GLMN	10513	APPBP2
4113	MAGEB2	10523	CHERP
6188	RPS3	10523	CHERP
6204	RPS10	10523	CHERP
6223	RPS19	10523	CHERP
6433	SFSWAP	10523	CHERP
6627	SNRPA1	10523	CHERP
6635	SNRPE	10523	CHERP
8233	ZRSR2	10523	CHERP
11103	KRR1	10523	CHERP
11338	U2AF2	10523	CHERP
23567	ZNF346	10523	CHERP
51631	LUC7L2	10523	CHERP
79727	LIN28A	10523	CHERP
84991	RBM17	10523	CHERP
3836	KPNA1	10524	KAT5
8607	RUVBL1	10524	KAT5
9643	MORF4L2	10524	KAT5
10856	RUVBL2	10524	KAT5
10933	MORF4L1	10524	KAT5
64769	MEAF6	10524	KAT5
171483	FAM9B	10524	KAT5
255626	H2BC1	10524	KAT5
10956	OS9	10525	HYOU1
79630	C1orf54	10525	HYOU1
387911	C1QTNF9B	10525	HYOU1
958	CD40	10526	IPO8
1132	CHRM4	10526	IPO8
1903	S1PR3	10526	IPO8
2840	GPR17	10526	IPO8
11211	FZD10	10526	IPO8
57452	GALNT16	10526	IPO8
131450	CD200R1	10526	IPO8
284369	SIGLECL1	10526	IPO8
340547	VSIG1	10526	IPO8
1901	S1PR1	10527	IPO7
11211	FZD10	10527	IPO7
51097	SCCPDH	10527	IPO7
3481	IGF2	10531	PITRM1
10813	UTP14A	10531	PITRM1
11202	KLK8	10531	PITRM1
83596	BCL2L12	10531	PITRM1
823	CAPN1	10533	ATG7
11072	DUSP14	10533	ATG7
23313	KIAA0930	10533	ATG7
202559	KHDRBS2	10533	ATG7
2801	GOLGA2	10534	ZNRD2
6385	SDC4	10534	ZNRD2
7423	VEGFB	10534	ZNRD2
27342	RABGEF1	10534	ZNRD2
49856	WRAP73	10534	ZNRD2
55905	RNF114	10534	ZNRD2
84626	KRBA1	10534	ZNRD2
196403	DTX3	10534	ZNRD2
356	FASLG	10536	P3H3
712	C1QA	10536	P3H3
714	C1QC	10536	P3H3
1401	CRP	10536	P3H3
5371	PML	10536	P3H3
8879	SGPL1	10536	P3H3
9013	TAF1C	10536	P3H3
9370	ADIPOQ	10536	P3H3
10848	PPP1R13L	10536	P3H3
10956	OS9	10536	P3H3
51097	SCCPDH	10536	P3H3
79630	C1orf54	10536	P3H3
81035	COLEC12	10536	P3H3
84330	ZNF414	10536	P3H3
338872	C1QTNF9	10536	P3H3
387911	C1QTNF9B	10536	P3H3
740	MRPL49	10539	GLRX3
939	CD27	10539	GLRX3
968	CD68	10539	GLRX3
4879	NPPB	10539	GLRX3
5191	PEX7	10539	GLRX3
5252	PHF1	10539	GLRX3
6610	SMPD2	10539	GLRX3
9392	TGFBRAP1	10539	GLRX3
9846	GAB2	10539	GLRX3
22977	AKR7A3	10539	GLRX3
23038	WDTC1	10539	GLRX3
25904	CNOT10	10539	GLRX3
27287	VENTX	10539	GLRX3
54457	TAF7L	10539	GLRX3
55735	DNAJC11	10539	GLRX3
55794	DDX28	10539	GLRX3
56107	PCDHGA9	10539	GLRX3
57179	KIAA1191	10539	GLRX3
64854	USP46	10539	GLRX3
81618	ITM2C	10539	GLRX3
92935	MARS2	10539	GLRX3
283237	TTC9C	10539	GLRX3
346689	KLRG2	10539	GLRX3
373863	DND1	10539	GLRX3
830	CAPZA2	10540	DCTN2
832	CAPZB	10540	DCTN2
10671	DCTN6	10540	DCTN2
84516	DCTN5	10540	DCTN2
323	APBB2	10542	LAMTOR5
3958	LGALS3	10542	LAMTOR5
28956	LAMTOR2	10542	LAMTOR5
55004	LAMTOR1	10542	LAMTOR5
1047	CLGN	10544	PROCR
941	CD80	10550	ARL6IP5
1902	LPAR1	10550	ARL6IP5
2358	FPR2	10550	ARL6IP5
10345	TRDN	10550	ARL6IP5
10666	CD226	10550	ARL6IP5
57142	RTN4	10550	ARL6IP5
84894	LINGO1	10550	ARL6IP5
92691	TMEM169	10550	ARL6IP5
114885	OSBPL11	10550	ARL6IP5
132720	FAM241A	10550	ARL6IP5
2764	GMFB	10552	ARPC1A
5318	PKP2	10552	ARPC1A
6610	SMPD2	10552	ARPC1A
9124	PDLIM1	10552	ARPC1A
10391	CORO2B	10552	ARPC1A
27287	VENTX	10552	ARPC1A
51517	NCKIPSD	10552	ARPC1A
54472	TOLLIP	10552	ARPC1A
55794	DDX28	10552	ARPC1A
57179	KIAA1191	10552	ARPC1A
63898	SH2D4A	10552	ARPC1A
10268	RAMP3	10554	AGPAT1
55800	SCN3B	10554	AGPAT1
84868	HAVCR2	10554	AGPAT1
478	ATP1A3	10555	AGPAT2
6505	SLC1A1	10555	AGPAT2
10248	POP7	10556	RPP30
10775	POP4	10556	RPP30
11102	RPP14	10556	RPP30
54913	RPP25	10556	RPP30
83608	C18orf21	10556	RPP30
138716	RPP25L	10556	RPP30
6428	SRSF3	10557	RPP38
8394	PIP5K1A	10557	RPP38
10248	POP7	10557	RPP38
10556	RPP30	10557	RPP38
10643	IGF2BP3	10557	RPP38
10775	POP4	10557	RPP38
11102	RPP14	10557	RPP38
51087	YBX2	10557	RPP38
54913	RPP25	10557	RPP38
55505	NOP10	10557	RPP38
55657	ZNF692	10557	RPP38
83608	C18orf21	10557	RPP38
138716	RPP25L	10557	RPP38
506	ATP5F1B	10560	SLC19A2
1903	S1PR3	10560	SLC19A2
3354	HTR1E	10560	SLC19A2
5819	NECTIN2	10562	OLFM4
3188	HNRNPH2	10564	ARFGEF2
6273	S100A2	10564	ARFGEF2
7379	UPK2	10564	ARFGEF2
10049	DNAJB6	10564	ARFGEF2
10653	SPINT2	10564	ARFGEF2
11326	VSIG4	10564	ARFGEF2
26292	MYCBP	10564	ARFGEF2
56674	TMEM9B	10564	ARFGEF2
79844	ZDHHC11	10564	ARFGEF2
83940	TATDN1	10564	ARFGEF2
84277	DNAJC30	10564	ARFGEF2
135398	C6orf141	10564	ARFGEF2
165721	DNAJB8	10564	ARFGEF2
548645	DNAJC25	10564	ARFGEF2
6273	S100A2	10565	ARFGEF1
7379	UPK2	10565	ARFGEF1
10653	SPINT2	10565	ARFGEF1
11326	VSIG4	10565	ARFGEF1
22820	COPG1	10565	ARFGEF1
26292	MYCBP	10565	ARFGEF1
56674	TMEM9B	10565	ARFGEF1
118932	ANKRD22	10565	ARFGEF1
57142	RTN4	10567	RABAC1
6407	SEMG2	10568	SLC34A2
7745	ZKSCAN8	10570	DPYSL4
5939	RBMS2	10573	MRPL28
6182	MRPL12	10573	MRPL28
10884	MRPS30	10573	MRPL28
28977	MRPL42	10573	MRPL28
28998	MRPL13	10573	MRPL28
29074	MRPL18	10573	MRPL28
51069	MRPL2	10573	MRPL28
51258	MRPL51	10573	MRPL28
51264	MRPL27	10573	MRPL28
64975	MRPL41	10573	MRPL28
122704	MRPL52	10573	MRPL28
124995	MRPL10	10573	MRPL28
1643	DDB2	10574	CCT7
7089	TLE2	10574	CCT7
7203	CCT3	10574	CCT7
8974	P4HA2	10574	CCT7
9013	TAF1C	10574	CCT7
10238	DCAF7	10574	CCT7
22948	CCT5	10574	CCT7
84292	WDR83	10574	CCT7
7089	TLE2	10575	CCT4
7203	CCT3	10575	CCT4
7089	TLE2	10576	CCT2
7203	CCT3	10576	CCT2
10381	TUBB3	10576	CCT2
10574	CCT7	10576	CCT2
340578	DCAF12L2	10576	CCT2
740	MRPL49	10577	NPC2
3122	HLA-DRA	10577	NPC2
3594	IL12RB1	10577	NPC2
4793	NFKBIB	10577	NPC2
4938	OAS1	10577	NPC2
7780	SLC30A2	10577	NPC2
9370	ADIPOQ	10577	NPC2
11248	NXPH3	10577	NPC2
25904	CNOT10	10577	NPC2
25963	TMEM87A	10577	NPC2
57179	KIAA1191	10577	NPC2
64100	ELSPBP1	10577	NPC2
81618	ITM2C	10577	NPC2
84866	TMEM25	10577	NPC2
114885	OSBPL11	10577	NPC2
9217	VAPB	10579	TACC2
4212	MEIS2	10586	MAB21L2
5191	PEX7	10587	TXNRD2
9846	GAB2	10587	TXNRD2
187	APLNR	10589	DRAP1
27287	VENTX	10589	DRAP1
55735	DNAJC11	10589	DRAP1
958	CD40	10590	SCGN
7884	SLBP	10590	SCGN
6628	SNRPB	10594	PRPF8
6635	SNRPE	10594	PRPF8
6636	SNRPF	10594	PRPF8
9343	EFTUD2	10594	PRPF8
10078	TSSC4	10594	PRPF8
10921	RNPS1	10594	PRPF8
11319	ECD	10594	PRPF8
24148	PRPF6	10594	PRPF8
3024	H1-1	10600	USP16
3730	ANOS1	10600	USP16
6188	RPS3	10600	USP16
6137	RPL13	10607	TBL3
6208	RPS14	10607	TBL3
10200	MPHOSPH6	10607	TBL3
10360	NPM3	10607	TBL3
29997	NOP53	10607	TBL3
55720	TSR1	10607	TBL3
284119	CAVIN1	10607	TBL3
356	FASLG	10609	P3H4
1047	CLGN	10609	P3H4
8061	FOSL1	10609	P3H4
8879	SGPL1	10609	P3H4
9013	TAF1C	10609	P3H4
11211	FZD10	10609	P3H4
51097	SCCPDH	10609	P3H4
55248	PACC1	10609	P3H4
81035	COLEC12	10609	P3H4
90060	CCDC120	10609	P3H4
387911	C1QTNF9B	10609	P3H4
740	MRPL49	10611	PDLIM5
3312	HSPA8	10611	PDLIM5
4849	CNOT3	10611	PDLIM5
5191	PEX7	10611	PDLIM5
81618	ITM2C	10611	PDLIM5
150383	CDPF1	10611	PDLIM5
10179	RBM7	10612	TRIM3
10534	ZNRD2	10612	TRIM3
55794	DDX28	10612	TRIM3
56934	CA10	10612	TRIM3
92822	ZNF276	10612	TRIM3
131450	CD200R1	10612	TRIM3
253152	EPHX4	10612	TRIM3
124790	HEXIM2	10614	HEXIM1
958	CD40	10615	SPAG5
8419	BFSP2	10615	SPAG5
8655	DYNLL1	10615	SPAG5
9412	MED21	10615	SPAG5
26292	MYCBP	10615	SPAG5
51225	ABI3	10615	SPAG5
55081	IFT57	10615	SPAG5
55454	CSGALNACT2	10615	SPAG5
60561	RINT1	10615	SPAG5
64946	CENPH	10615	SPAG5
79036	KXD1	10615	SPAG5
123722	FSD2	10615	SPAG5
140735	DYNLL2	10615	SPAG5
8260	NAA10	10616	RBCK1
8987	STBD1	10616	RBCK1
27342	RABGEF1	10616	RBCK1
2885	GRB2	10617	STAMBP
6857	SYT1	10617	STAMBP
8200	GDF5	10617	STAMBP
9402	GRAP2	10617	STAMBP
79918	SETD6	10618	TGOLN2
1962	EHHADH	10621	POLR3F
3838	KPNA2	10621	POLR3F
5441	POLR2L	10621	POLR3F
51082	POLR1D	10621	POLR3F
51728	POLR3K	10621	POLR3F
55718	POLR3E	10621	POLR3F
84265	POLR3GL	10621	POLR3F
3838	KPNA2	10622	POLR3G
5441	POLR2L	10622	POLR3G
23219	FBXO28	10622	POLR3G
51082	POLR1D	10622	POLR3G
51728	POLR3K	10622	POLR3G
55718	POLR3E	10622	POLR3G
3836	KPNA1	10623	POLR3C
3838	KPNA2	10623	POLR3C
5441	POLR2L	10623	POLR3C
51082	POLR1D	10623	POLR3C
51728	POLR3K	10623	POLR3C
55718	POLR3E	10623	POLR3C
84265	POLR3GL	10623	POLR3C
23636	NUP62	10626	TRIM16
51406	NOL7	10626	TRIM16
54765	TRIM44	10626	TRIM16
147166	TRIM16L	10626	TRIM16
1140	CHRNB1	10629	TAF6L
2512	FTL	10629	TAF6L
3275	PRMT2	10629	TAF6L
3614	IMPDH1	10629	TAF6L
4853	NOTCH2	10629	TAF6L
6883	TAF12	10629	TAF6L
10008	KCNE3	10629	TAF6L
10534	ZNRD2	10629	TAF6L
23495	TNFRSF13B	10629	TAF6L
50999	TMED5	10629	TAF6L
55578	SUPT20H	10629	TAF6L
56110	PCDHGA5	10629	TAF6L
56134	PCDHAC2	10629	TAF6L
56970	ATXN7L3	10629	TAF6L
64881	PCDH20	10629	TAF6L
112869	SGF29	10629	TAF6L
115207	KCTD12	10629	TAF6L
117143	TADA1	10629	TAF6L
157753	TMEM74	10629	TAF6L
4108	MAGEA9	10631	POSTN
506	ATP5F1B	10632	ATP5MG
5523	PPP2R3A	10634	GAS2L1
10687	PNMA2	10634	GAS2L1
30011	SH3KBP1	10634	GAS2L1
2773	GNAI3	10636	RGS14
958	CD40	10640	EXOC5
1132	CHRM4	10640	EXOC5
1902	LPAR1	10640	EXOC5
2833	CXCR3	10640	EXOC5
2993	GYPA	10640	EXOC5
6327	SCN2B	10640	EXOC5
7434	VIPR2	10640	EXOC5
7782	SLC30A4	10640	EXOC5
9917	FAM20B	10640	EXOC5
11318	GPR182	10640	EXOC5
11336	EXOC3	10640	EXOC5
27020	NPTN	10640	EXOC5
55763	EXOC1	10640	EXOC5
93436	ARMC6	10640	EXOC5
340547	VSIG1	10640	EXOC5
3458	IFNG	10641	NPRL2
8131	NPRL3	10641	NPRL2
801	CALM1	10645	CAMKK2
5913	RAPSN	10647	SCGB1D2
10394	PRG3	10647	SCGB1D2
1902	LPAR1	10651	MTX2
3249	HPN	10651	MTX2
9641	IKBKE	10651	MTX2
22906	TRAK1	10651	MTX2
23304	UBR2	10651	MTX2
23588	KLHDC2	10651	MTX2
51744	CD244	10651	MTX2
84553	FAXC	10651	MTX2
113174	SAAL1	10651	MTX2
340547	VSIG1	10651	MTX2
6809	STX3	10652	YKT6
9846	GAB2	10652	YKT6
10228	STX6	10652	YKT6
23673	STX12	10652	YKT6
27287	VENTX	10652	YKT6
51161	C3orf18	10652	YKT6
55794	DDX28	10652	YKT6
64854	USP46	10652	YKT6
92935	MARS2	10652	YKT6
3965	LGALS9	10654	PMVK
5191	PEX7	10654	PMVK
1459	CSNK2A2	10656	KHDRBS3
3178	HNRNPA1	10656	KHDRBS3
6428	SRSF3	10656	KHDRBS3
26135	SERBP1	10656	KHDRBS3
56888	KCMF1	10656	KHDRBS3
80023	NRSN2	10656	KHDRBS3
202559	KHDRBS2	10656	KHDRBS3
566	AZU1	10658	CELF1
740	MRPL49	10658	CELF1
5191	PEX7	10658	CELF1
9392	TGFBRAP1	10658	CELF1
9846	GAB2	10658	CELF1
27287	VENTX	10658	CELF1
55683	KANSL3	10658	CELF1
56107	PCDHGA9	10658	CELF1
373863	DND1	10658	CELF1
3024	H1-1	10664	CTCF
4113	MAGEB2	10664	CTCF
6137	RPL13	10664	CTCF
6139	RPL17	10664	CTCF
6160	RPL31	10664	CTCF
6223	RPS19	10664	CTCF
6733	SRPK2	10664	CTCF
9045	RPL14	10664	CTCF
10363	HMG20A	10664	CTCF
23567	ZNF346	10664	CTCF
51121	RPL26L1	10664	CTCF
57109	REXO4	10664	CTCF
84365	NIFK	10664	CTCF
3024	H1-1	10667	FARS2
3178	HNRNPA1	10667	FARS2
3993	LLGL2	10667	FARS2
6143	RPL19	10667	FARS2
6188	RPS3	10667	FARS2
23567	ZNF346	10667	FARS2
79727	LIN28A	10667	FARS2
221188	ADGRG5	10668	CGRRF1
1774	DNASE1L1	10669	CGREF1
10273	STUB1	10669	CGREF1
801	CALM1	10671	DCTN6
80310	PDGFD	10671	DCTN6
84516	DCTN5	10671	DCTN6
963	CD53	10672	GNA13
2782	GNB1	10672	GNA13
2790	GNG10	10672	GNA13
54331	GNG2	10672	GNA13
94235	GNG8	10672	GNA13
146330	FBXL16	10672	GNA13
404636	DENND10	10672	GNA13
1047	CLGN	10678	B3GNT2
158062	LCN6	10678	B3GNT2
54331	GNG2	10681	GNB5
94235	GNG8	10681	GNB5
5567	PRKACB	10687	PNMA2
5577	PRKAR2B	10687	PNMA2
10363	HMG20A	10687	PNMA2
51008	ASCC1	10687	PNMA2
55735	DNAJC11	10687	PNMA2
59271	EVA1C	10687	PNMA2
64112	MOAP1	10687	PNMA2
79607	FAM118B	10687	PNMA2
85021	REPS1	10687	PNMA2
94056	SYAP1	10687	PNMA2
373863	DND1	10687	PNMA2
960	CD44	10691	GMEB1
3030	HADHA	10691	GMEB1
6382	SDC1	10691	GMEB1
6383	SDC2	10691	GMEB1
6385	SDC4	10691	GMEB1
25886	POC1A	10693	CCT6B
54663	WDR74	10693	CCT6B
84292	WDR83	10693	CCT6B
7089	TLE2	10694	CCT8
7203	CCT3	10694	CCT8
340578	DCAF12L2	10694	CCT8
80059	LRRTM4	10695	CNPY3
114990	VASN	10695	CNPY3
347730	LRRTM1	10695	CNPY3
1137	CHRNA4	10712	FAM189B
3077	HFE	10712	FAM189B
3275	PRMT2	10712	FAM189B
51741	WWOX	10712	FAM189B
56674	TMEM9B	10712	FAM189B
64764	CREB3L2	10712	FAM189B
6505	SLC1A1	10714	POLD3
163590	TOR1AIP2	10714	POLD3
3354	HTR1E	10715	CERS1
11318	GPR182	10715	CERS1
1047	CLGN	10723	SLC12A7
1140	CHRNB1	10723	SLC12A7
3958	LGALS3	10723	SLC12A7
3964	LGALS8	10723	SLC12A7
3965	LGALS9	10723	SLC12A7
5159	PDGFRB	10723	SLC12A7
6560	SLC12A4	10723	SLC12A7
6574	SLC20A1	10723	SLC12A7
8788	DLK1	10723	SLC12A7
10960	LMAN2	10723	SLC12A7
54946	SLC41A3	10723	SLC12A7
56101	PCDHGB5	10723	SLC12A7
56110	PCDHGA5	10723	SLC12A7
64091	POPDC2	10723	SLC12A7
79844	ZDHHC11	10723	SLC12A7
92691	TMEM169	10723	SLC12A7
1902	LPAR1	10724	OGA
3249	HPN	10724	OGA
3817	KLK2	10724	OGA
5191	PEX7	10724	OGA
7923	HSD17B8	10724	OGA
9212	AURKB	10724	OGA
10518	CIB2	10724	OGA
27287	VENTX	10724	OGA
58477	SRPRB	10724	OGA
80237	ELL3	10724	OGA
81618	ITM2C	10724	OGA
84191	CIAO2A	10724	OGA
116379	IL22RA2	10724	OGA
283237	TTC9C	10724	OGA
10294	DNAJA2	10726	NUDC
23291	FBXW11	10726	NUDC
25886	POC1A	10726	NUDC
55112	WDR60	10726	NUDC
55294	FBXW7	10726	NUDC
5824	PEX19	10730	YME1L1
7529	YWHAB	10733	PLK4
10971	YWHAQ	10733	PLK4
64764	CREB3L2	10733	PLK4
5885	RAD21	10735	STAG2
54940	OCIAD1	10735	STAG2
113130	CDCA5	10735	STAG2
7529	YWHAB	10746	MAP3K2
10971	YWHAQ	10746	MAP3K2
64764	CREB3L2	10746	MAP3K2
6137	RPL13	10749	KIF1C
7529	YWHAB	10749	KIF1C
10687	PNMA2	10749	KIF1C
10971	YWHAQ	10749	KIF1C
27350	APOBEC3C	10749	KIF1C
64764	CREB3L2	10749	KIF1C
23475	QPRT	10758	TRAF3IP2
